Word,phon,lemme,cgram,freqlemfilms2,freqfilms2,islem,nblettres,puorth,puphon,nbsyll,cgramortho
cuticules,kytikyl,cuticule,NOM,0.18,0.14,0,9,0,5,3,NOM
cutis,kyti,cuti,NOM,0.3,0,0,5,0,4,2,NOM
cutter,kytER,cutter,NOM,2.41,2.36,1,6,4,5,2,NOM
cutters,kytER,cutter,NOM,2.41,0.04,0,7,0,5,2,NOM
cuve,kyv,cuve,NOM,1.38,0.86,1,4,4,3,1,"NOM,VER"
cuveau,kyvo,cuveau,NOM,0,0,1,6,5,4,2,NOM
cuveaux,kyvo,cuveau,NOM,0,0,0,7,0,4,2,NOM
cuves,kyv,cuve,NOM,1.38,0.53,0,5,0,3,1,NOM
cuvette,kyvEt,cuvette,NOM,2.49,2.38,1,7,5,4,2,NOM
cuvettes,kyvEt,cuvette,NOM,2.49,0.1,0,8,0,4,2,NOM
cuvier,kyvje,cuvier,NOM,0,0,1,6,4,4,2,NOM
cuviers,kyvje,cuvier,NOM,0,0,0,7,0,4,2,NOM
cuvée,kyve,cuvée,NOM,0.57,0.55,1,5,4,4,2,"VER,NOM"
cuvées,kyve,cuvée,NOM,0.57,0.02,0,6,0,4,2,NOM
cyan,sj@,cyan,NOM,0.19,0.19,1,4,4,3,1,"ADJ,NOM"
cyanoacrylate,sjanoakRilat,cyanoacrylate,NOM,0.05,0.05,1,13,6,6,5,NOM
cyanobactérie,sjanobakteRi,cyanobactérie,NOM,0.01,0.01,1,13,6,6,5,NOM
cyanogène,sjanOZEn,cyanogène,NOM,0.03,0.03,1,9,6,5,3,NOM
cyanose,sjanoz,cyanose,NOM,0.06,0.06,1,7,7,6,2,NOM
cyanure,sjanyR,cyanure,NOM,2.23,2.23,1,7,5,5,2,NOM
cybercafé,sibERkafe,cybercafé,NOM,0.17,0.17,1,9,6,6,4,NOM
cyberespace,sibERespas,cyberespace,NOM,0.13,0.13,1,11,6,6,4,NOM
cybermonde,sibERm§d,cybermonde,NOM,0.01,0.01,1,10,6,6,3,NOM
cybernautes,sibERnot,cybernaute,NOM,0.02,0.02,0,11,0,0,3,NOM
cybernéticien,sibERnetisj5,cybernéticien,NOM,0.01,0.01,1,13,10,10,5,"ADJ,NOM"
cybernétique,sibERnetik,cybernétique,NOM,0.09,0.08,1,12,10,10,4,"ADJ,NOM"
cybernétiques,sibERnetik,cybernétique,NOM,0.09,0.01,0,13,0,10,4,"ADJ,NOM"
cyberspace,sibERspes,cyberspace,NOM,0.02,0.02,1,10,6,6,3,NOM
cycas,sikas,cycas,NOM,0.01,0.01,1,5,4,5,2,NOM
cyclamen,siklamEn,cyclamen,NOM,0.01,0.01,1,8,6,6,3,NOM
cyclamens,siklamEn,cyclamen,NOM,0.01,0,0,9,0,6,3,NOM
cycle,sikl,cycle,NOM,8.2,5.69,1,5,5,4,1,NOM
cycles,sikl,cycle,NOM,8.2,2.5,0,6,0,4,1,NOM
cyclisme,siklizm,cyclisme,NOM,0.34,0.34,1,8,7,6,2,NOM
cycliste,siklist,cycliste,NOM,1.08,0.71,1,8,7,6,2,"ADJ,NOM"
cyclistes,siklist,cycliste,NOM,1.08,0.37,0,9,0,6,2,"ADJ,NOM"
cyclo,siklo,cyclo,NOM,1.06,1.06,1,5,5,5,2,NOM
cyclo-cross,siklokROs,cyclo-cross,NOM,0,0,1,11,7,6,3,NOM
cyclo-pousse,siklopus,cyclo-pousse,NOM,0.05,0.05,1,12,7,7,3,NOM
cyclomoteur,siklomot9R,cyclomoteur,NOM,0.23,0.23,1,11,6,6,4,NOM
cyclomoteurs,siklomot9R,cyclomoteur,NOM,0.23,0,0,12,0,6,4,NOM
cyclone,siklon,cyclone,NOM,1.42,1.33,1,7,7,6,2,NOM
cyclones,siklon,cyclone,NOM,1.42,0.09,0,8,0,6,2,NOM
cyclope,siklOp,cyclope,NOM,1.31,1.12,1,7,7,6,2,NOM
cyclopes,siklOp,cyclope,NOM,1.31,0.2,0,8,0,6,2,NOM
cyclopousses,siklopus,cyclopousse,NOM,0,0,0,12,0,7,3,NOM
cyclorama,siklORama,cyclorama,NOM,0.02,0.02,1,9,6,6,4,NOM
cyclosporine,siklospoRin,cyclosporine,NOM,0.17,0.17,1,12,7,6,4,NOM
cyclostomes,siklostom,cyclostome,NOM,0,0,0,11,0,0,3,NOM
cyclothymie,siklotimi,cyclothymie,NOM,0.1,0.1,1,11,11,9,4,NOM
cyclotron,siklotR§,cyclotron,NOM,0.16,0.16,1,9,7,7,3,NOM
cygne,siN,cygne,NOM,7.26,5.28,1,5,3,3,1,NOM
cygnes,siN,cygne,NOM,7.26,1.99,0,6,0,3,1,NOM
cylindre,sil5dR,cylindre,NOM,1.6,0.62,1,8,8,6,2,"NOM,VER"
cylindres,sil5dR,cylindre,NOM,1.6,0.97,0,9,0,6,2,"NOM,VER"
cylindrée,sil5dRe,cylindrée,NOM,0.41,0.36,1,9,8,7,3,NOM
cylindrées,sil5dRe,cylindrée,NOM,0.41,0.04,0,10,0,7,3,NOM
cymbale,s5bal,cymbale,NOM,0.45,0.19,1,7,7,5,2,NOM
cymbales,s5bal,cymbale,NOM,0.45,0.26,0,8,0,5,2,NOM
cymbaliste,s5balist,cymbaliste,NOM,0.14,0.14,1,10,7,6,3,NOM
cymbalistes,s5balist,cymbaliste,NOM,0.14,0,0,11,0,6,3,NOM
cymbalum,s5balOm,cymbalum,NOM,0,0,1,8,7,6,3,NOM
cymes,sim,cyme,NOM,0,0,0,5,0,3,1,NOM
cynips,sinips,cynips,NOM,0.01,0.01,1,6,5,5,2,NOM
cynique,sinik,cynique,NOM,1.01,0.92,1,7,7,5,2,"ADJ,NOM"
cyniques,sinik,cynique,NOM,1.01,0.1,0,8,0,5,2,"ADJ,NOM"
cynisme,sinizm,cynisme,NOM,1.95,1.95,1,7,5,5,2,NOM
cynismes,sinizm,cynisme,NOM,1.95,0,0,8,0,5,2,NOM
cynocéphale,sinosefal,cynocéphale,NOM,0.01,0.01,1,11,5,5,4,NOM
cynocéphales,sinosefal,cynocéphale,NOM,0.01,0,0,12,0,5,4,NOM
cynodrome,sinodRom,cynodrome,NOM,0.01,0.01,1,9,5,5,3,NOM
cynos,sino,cyno,NOM,0,0,0,5,0,4,2,NOM
cynégétique,sineZetik,cynégétique,NOM,0,0,1,11,4,5,4,"ADJ,NOM"
cyphoscoliose,sifoskOljoz,cyphoscoliose,NOM,0.01,0.01,1,13,7,5,4,NOM
cyphose,sifoz,cyphose,NOM,0.01,0.01,1,7,7,5,2,NOM
cyprin,sipR5,cyprin,NOM,0,0,1,6,6,5,2,NOM
cyprinidé,sipRinide,cyprinidé,NOM,0,0,1,9,7,6,4,NOM
cyprinidés,sipRinide,cyprinidé,NOM,0,0,0,10,0,6,4,NOM
cyprins,sipR5,cyprin,NOM,0,0,0,7,0,5,2,NOM
cypriote,sipRijOt,cypriote,NOM,0.01,0,1,8,6,6,3,"ADJ,NOM"
cypriotes,sipRijOt,cypriote,NOM,0.01,0.01,0,9,0,6,3,"ADJ,NOM"
cyprès,sipRE,cyprès,NOM,0.52,0.52,1,6,5,5,2,NOM
cyrard,siRaR,cyrard,NOM,0,0,1,6,4,5,2,NOM
cyrards,siRaR,cyrard,NOM,0,0,0,7,0,5,2,NOM
cystite,sistit,cystite,NOM,0.09,0.09,1,7,6,6,2,NOM
cystotomie,sistOtOmi,cystotomie,NOM,0.01,0.01,1,10,5,6,4,NOM
cytises,sitiz,cytise,NOM,0,0,0,7,0,0,2,NOM
cytologie,sitoloZi,cytologie,NOM,0.01,0.01,1,9,9,5,4,NOM
cytomégalovirus,sitomegaloviRys,cytomégalovirus,NOM,0.08,0.08,1,15,5,5,7,NOM
cytoplasme,sitoplasm,cytoplasme,NOM,0.04,0.04,1,10,10,5,3,NOM
cytosine,sitozin,cytosine,NOM,0.04,0.04,1,8,5,5,3,NOM
czar,kzaR,czar,NOM,0,0,1,4,4,4,1,NOM
czardas,kzaRdas,czardas,NOM,0.01,0.01,1,7,5,5,2,NOM
czars,kzaR,czar,NOM,0,0,0,5,0,4,1,NOM
câblage,kablaZ,câblage,NOM,0.44,0.42,1,7,5,5,2,NOM
câblages,kablaZ,câblage,NOM,0.44,0.02,0,8,0,5,2,NOM
câble,kabl,câble,NOM,17.04,13.36,1,5,5,4,1,"NOM,VER"
câblerie,kabl°Ri,câblerie,NOM,0.02,0.02,1,8,7,5,3,NOM
câbles,kabl,câble,NOM,17.04,3.67,0,6,0,4,1,NOM
câbleur,kabl9R,câbleur,NOM,0.19,0.16,1,7,6,5,2,NOM
câbleurs,kabl9R,câbleur,NOM,0.19,0.02,0,8,0,5,2,NOM
câblier,kablije,câblier,NOM,0.01,0.01,1,7,5,5,3,NOM
câblogramme,kablogRam,câblogramme,NOM,0.02,0.02,1,11,5,5,3,NOM
câlin,kal5,câlin,NOM,6.38,4.11,1,5,5,4,2,"ADJ,NOM"
câline,kalin,câlin,NOM,6.38,0.05,0,6,0,0,2,"ADJ,NOM,VER"
câlinerie,kalin°Ri,câlinerie,NOM,0.1,0.1,1,9,8,7,4,NOM
câlineries,kalin°Ri,câlinerie,NOM,0.1,0,0,10,0,7,4,NOM
câlins,kal5,câlin,NOM,6.38,2.22,0,6,0,4,2,"ADJ,NOM"
câpre,kapR,câpre,NOM,0.31,0.11,1,5,5,4,1,NOM
câpres,kapR,câpre,NOM,0.31,0.2,0,6,0,4,1,NOM
câpriers,kapRije,câprier,NOM,0,0,0,8,0,0,3,NOM
cèdre,sEdR,cèdre,NOM,0.7,0.47,1,5,3,3,1,NOM
cèdres,sEdR,cèdre,NOM,0.7,0.23,0,6,0,3,1,NOM
cène,sEn,cène,NOM,0.02,0.02,1,4,3,3,1,NOM
cèpe,sEp,cèpe,NOM,0.78,0.02,1,4,3,3,1,NOM
cèpes,sEp,cèpe,NOM,0.78,0.75,0,5,0,3,1,NOM
céara,seaRa,céara,NOM,0.14,0.14,1,5,4,3,3,NOM
cécidomyies,sesidomij,cécidomyie,NOM,0,0,0,11,0,0,4,NOM
cécité,sesite,cécité,NOM,1.12,1.12,1,6,5,4,3,NOM
cédant,sed@,cédant,NOM,0.01,0.01,1,6,4,4,2,"NOM,VER"
cédrat,sedRa,cédrat,NOM,0.01,0.01,1,6,6,5,2,NOM
cédratier,sedRatje,cédratier,NOM,0,0,1,9,7,6,3,NOM
cédrats,sedRa,cédrat,NOM,0.01,0,0,7,0,5,2,NOM
cédule,sedyl,cédule,NOM,0.01,0.01,1,6,6,5,2,NOM
cégep,seZEp,cégep,NOM,0.54,0.54,1,5,4,4,2,NOM
cégétiste,seZetist,cégétiste,NOM,0,0,1,9,4,4,3,NOM
cégétistes,seZetist,cégétiste,NOM,0,0,0,10,0,4,3,"ADJ,NOM"
céladon,selad§,céladon,NOM,0.22,0.22,1,7,4,5,3,"ADJ,NOM"
céleri,sEl°Ri,céleri,NOM,1.62,1.43,1,6,5,5,3,NOM
céleris,sEl°Ri,céleri,NOM,1.62,0.19,0,7,0,5,3,NOM
célestin,selEst5,célestin,NOM,0.01,0.01,1,8,7,7,3,NOM
célestins,selEst5,célestin,NOM,0.01,0,0,9,0,7,3,NOM
célibat,seliba,célibat,NOM,1.75,1.75,1,7,7,6,3,NOM
célibataire,selibatER,célibataire,NOM,7.69,4.54,1,11,8,7,4,"ADJ,NOM"
célibataires,selibatER,célibataire,NOM,7.69,3.15,0,12,0,7,4,"ADJ,NOM"
célimène,selimEn,célimène,NOM,0.79,0.79,1,8,5,5,3,NOM
célébrant,selebR@,célébrant,NOM,0.11,0.11,1,9,8,7,3,"ADJ,NOM,VER"
célébrants,selebR@,célébrant,NOM,0.11,0,0,10,0,7,3,NOM
célébration,selebRasj§,célébration,NOM,2.79,2.3,1,11,8,7,4,NOM
célébrations,selebRasj§,célébration,NOM,2.79,0.49,0,12,0,7,4,NOM
célébrité,selebRite,célébrité,NOM,6.42,4.15,1,9,8,8,4,NOM
célébrités,selebRite,célébrité,NOM,6.42,2.27,0,10,0,8,4,NOM
célérifère,seleRifER,célérifère,NOM,0,0,1,10,7,7,4,NOM
célérité,seleRite,célérité,NOM,0.26,0.26,1,8,7,7,4,NOM
cénacle,senakl,cénacle,NOM,0.41,0.41,1,7,4,5,2,NOM
cénacles,senakl,cénacle,NOM,0.41,0,0,8,0,5,2,NOM
cénobite,senobit,cénobite,NOM,0.05,0.01,1,8,5,5,3,NOM
cénobites,senobit,cénobite,NOM,0.05,0.04,0,9,0,5,3,NOM
cénotaphe,senotaf,cénotaphe,NOM,0.01,0.01,1,9,5,5,3,NOM
cépage,sepaZ,cépage,NOM,0.04,0.04,1,6,4,5,2,NOM
céphaline,sefalin,céphaline,NOM,0.01,0.01,1,9,8,7,3,NOM
céphalopode,sefalopOd,céphalopode,NOM,0.05,0.02,1,11,8,7,4,NOM
céphalopodes,sefalopOd,céphalopode,NOM,0.05,0.03,0,12,0,7,4,NOM
céphalosporine,sefalospORin,céphalosporine,NOM,0.03,0.03,1,14,8,7,5,NOM
céphalée,sefale,céphalé,NOM,0.04,0.04,0,8,8,0,3,NOM
céphalées,sefale,céphalé,NOM,0.04,0,0,9,0,0,3,NOM
céphalées,sefale,céphalée,NOM,0.1,0.1,0,9,0,0,3,NOM
cépée,sepe,cépée,NOM,0,0,1,5,4,4,2,NOM
cépées,sepe,cépée,NOM,0,0,0,6,0,4,2,NOM
céramique,seRamik,céramique,NOM,0.85,0.61,1,9,7,7,3,"ADJ,NOM"
céramiques,seRamik,céramique,NOM,0.85,0.24,0,10,0,7,3,"ADJ,NOM"
céramiste,seRamist,céramiste,NOM,0.13,0.13,1,9,7,7,3,NOM
cérumen,seRymEn,cérumen,NOM,0.13,0.13,1,7,5,5,3,NOM
céruse,seRyz,céruse,NOM,0,0,1,6,6,5,2,NOM
céréale,seReal,céréale,NOM,4.67,0.06,1,7,7,6,3,NOM
céréales,seReal,céréale,NOM,4.67,4.62,0,8,0,6,3,NOM
cérébral,seRebRal,cérébral,NOM,0.08,0.08,1,8,8,8,3,"ADJ,NOM"
cérébralité,seRebRalite,cérébralité,NOM,0,0,1,11,9,9,5,NOM
cérémoniaires,seRemonjER,cérémoniaire,NOM,0,0,0,13,0,0,4,NOM
cérémonial,seRemonjal,cérémonial,NOM,0.69,0.69,1,10,10,9,4,"ADJ,NOM"
cérémonials,seRemonjal,cérémonial,NOM,0.69,0,0,11,0,9,4,NOM
cérémonie,seRemoni,cérémonie,NOM,23.82,21.72,1,9,9,8,4,NOM
cérémonies,seRemoni,cérémonie,NOM,23.82,2.1,0,10,0,8,4,NOM
césar,sezaR,césar,NOM,0.59,0.01,1,5,5,5,2,NOM
césarienne,sezaRjEn,césarienne,NOM,1.64,1.56,1,10,9,7,3,"ADJ,NOM"
césariennes,sezaRjEn,césarienne,NOM,1.64,0.07,0,11,0,7,3,NOM
césars,sezaR,césar,NOM,0.59,0.58,0,6,0,5,2,NOM
césium,sezjOm,césium,NOM,0.2,0.2,1,6,4,4,2,NOM
césure,sezyR,césure,NOM,0.14,0.14,1,6,4,4,2,NOM
césures,sezyR,césure,NOM,0.14,0,0,7,0,4,2,NOM
cétacé,setase,cétacé,NOM,0.19,0.03,1,6,4,4,3,NOM
cétacés,setase,cétacé,NOM,0.19,0.16,0,7,0,4,3,NOM
cétoine,setwan,cétoine,NOM,0,0,1,7,5,4,2,NOM
cétoines,setwan,cétoine,NOM,0,0,0,8,0,4,2,NOM
cétone,setOn,cétone,NOM,0.01,0.01,1,6,5,4,2,NOM
cévadille,sevadil,cévadille,NOM,0,0,1,9,4,4,3,NOM
cévenol,sev°nOl,cévenol,NOM,0,0,1,7,4,4,3,NOM
cézigue,sezig,cézigue,NOM,0,0,1,7,3,5,2,NOM
côlon,kol§,côlon,NOM,0.23,0.23,1,5,3,4,2,NOM
cône,kon,cône,NOM,1.08,0.78,1,4,3,3,1,NOM
cônes,kon,cône,NOM,1.08,0.3,0,5,0,3,1,NOM
côte,kot,côte,NOM,35.16,25.86,1,4,4,3,1,NOM
côtelette,kot°lEt,côtelette,NOM,3.38,1.18,1,9,6,6,3,NOM
côtelettes,kot°lEt,côtelette,NOM,3.38,2.19,0,10,0,6,3,NOM
côtes,kot,côte,NOM,35.16,9.31,0,5,0,3,1,NOM
côtes-du-rhône,kotdyRon,côtes-du-rhône,NOM,0,0,1,14,5,4,3,NOM
côtoiements,kotwam@,côtoiement,NOM,0,0,0,11,0,0,3,NOM
côté,kote,côté,NOM,285.99,250.51,1,4,4,4,2,NOM
côtés,kote,côté,NOM,285.99,35.48,0,5,0,4,2,NOM
d',d,d,NOM,2.62,0.07,0,2,2,1,1,"NOM,PRE"
dab,dab,dab,NOM,0.17,0.17,1,3,3,3,1,NOM
daba,daba,daba,NOM,0.01,0.01,1,4,4,4,2,NOM
dabe,dab,dabe,NOM,0,0,1,4,4,3,1,NOM
dabs,dab,dab,NOM,0.17,0,0,4,0,3,1,NOM
dabuche,dabyS,dabuche,NOM,0,0,1,7,4,4,2,NOM
dabuches,dabyS,dabuche,NOM,0,0,0,8,0,4,2,NOM
daces,das,dace,NOM,0,0,0,5,0,3,1,"ADJ,NOM"
dache,daS,dache,NOM,0,0,1,5,4,3,1,NOM
dacron,dakR§,dacron,NOM,0.02,0.02,1,6,4,4,2,NOM
dactyle,daktil,dactyle,NOM,0,0,1,7,7,6,2,NOM
dactyles,daktil,dactyle,NOM,0,0,0,8,0,6,2,NOM
dactylo,daktilo,dactylo,NOM,0.93,0.73,1,7,7,7,3,NOM
dactylographe,daktilogRaf,dactylographe,NOM,0.1,0,1,13,13,11,4,NOM
dactylographes,daktilogRaf,dactylographe,NOM,0.1,0.1,0,14,0,11,4,NOM
dactylographie,daktilogRafi,dactylographie,NOM,0.04,0.04,1,14,14,12,5,NOM
dactyloptères,daktiloptER,dactyloptère,NOM,0.02,0.02,0,13,0,0,4,NOM
dactylos,daktilo,dactylo,NOM,0.93,0.2,0,8,0,7,3,NOM
dactyloscopie,daktilOskOpi,dactyloscopie,NOM,0.11,0.11,1,13,8,7,5,NOM
dada,dada,dada,NOM,1.9,1.8,1,4,4,4,2,NOM
dadais,dadE,dadais,NOM,0.34,0.34,1,6,5,4,2,NOM
dadas,dada,dada,NOM,1.9,0.1,0,5,0,4,2,NOM
dadaïsme,dadaizm,dadaïsme,NOM,0.01,0.01,1,8,7,6,3,NOM
dadaïstes,dadaist,dadaïste,NOM,0.01,0.01,0,9,0,6,3,"ADJ,NOM"
dague,dag,dague,NOM,2.46,2.19,1,5,5,3,1,NOM
daguerréotype,dagEReotip,daguerréotype,NOM,0.1,0.1,1,13,7,5,5,NOM
daguerréotypes,dagEReotip,daguerréotype,NOM,0.1,0,0,14,0,5,5,NOM
dagues,dag,dague,NOM,2.46,0.27,0,6,0,3,1,NOM
daguet,dagE,daguet,NOM,0,0,1,6,6,4,2,NOM
daguets,dagE,daguet,NOM,0,0,0,7,0,4,2,NOM
dahlia,dalja,dahlia,NOM,0.02,0,1,6,4,4,2,NOM
dahlias,dalja,dahlia,NOM,0.02,0.02,0,7,0,4,2,NOM
dahu,day,dahu,NOM,0.19,0.18,1,4,4,3,2,NOM
dahus,day,dahu,NOM,0.19,0.01,0,5,0,3,2,NOM
daim,d5,daim,NOM,1.65,1.41,1,4,4,2,1,NOM
daims,d5,daim,NOM,1.65,0.25,0,5,0,2,1,NOM
daine,dEn,daine,NOM,0,0,1,5,4,3,1,NOM
daiquiri,dajkiRi,daiquiri,NOM,0.41,0.27,1,8,4,4,3,NOM
daiquiris,dajkiRi,daiquiri,NOM,0.41,0.14,0,9,0,4,3,NOM
dais,dE,dais,NOM,0.23,0.23,1,4,4,2,1,NOM
dakin,dak5,dakin,NOM,0.03,0.03,1,5,4,4,2,NOM
dakotas,dakota,dakota,NOM,0.05,0.05,0,7,0,0,3,"ADJ,NOM"
dal,dal,dal,NOM,0.01,0.01,1,3,3,3,1,NOM
dalaï-lama,dalailama,dalaï-lama,NOM,0,0,1,10,4,5,5,NOM
dale,dal,dale,NOM,0.16,0.16,1,4,4,3,1,NOM
dallage,dalaZ,dallage,NOM,0.04,0.04,1,7,5,5,2,NOM
dallages,dalaZ,dallage,NOM,0.04,0,0,8,0,5,2,NOM
dalle,dal,dalle,NOM,13,12.35,1,5,5,3,1,"NOM,VER"
dalles,dal,dalle,NOM,13,0.65,0,6,0,3,1,NOM
dalmatien,dalmasj5,dalmatien,NOM,0.33,0.14,1,9,8,6,3,NOM
dalmatienne,dalmasjEn,dalmatien,NOM,0.33,0.11,0,11,0,0,3,NOM
dalmatiens,dalmasj5,dalmatien,NOM,0.33,0.08,0,10,0,6,3,NOM
dalmatique,dalmatik,dalmatique,NOM,0.02,0.02,1,10,8,7,3,NOM
dalmatiques,dalmatik,dalmatique,NOM,0.02,0,0,11,0,7,3,NOM
daltonien,daltonj5,daltonien,NOM,0.12,0.11,1,9,8,7,3,"ADJ,NOM"
daltoniens,daltonj5,daltonien,NOM,0.12,0.01,0,10,0,7,3,"ADJ,NOM"
daltonisme,daltonizm,daltonisme,NOM,0.02,0.02,1,10,8,7,3,NOM
daltons,daltOn,dalton,NOM,0,0,0,7,0,0,2,NOM
dam,d@,dam,NOM,0.81,0.7,1,3,3,2,1,NOM
damage,damaZ,damage,NOM,0.1,0.1,1,6,5,5,2,NOM
damas,dama,damas,NOM,0.42,0.42,1,5,5,4,2,NOM
damasquin,damask5,damasquin,NOM,0,0,1,9,9,7,3,NOM
damasquinage,damaskinaZ,damasquinage,NOM,0.01,0.01,1,12,10,9,4,NOM
damasquinerie,damaskin°Ri,damasquinerie,NOM,0,0,1,13,10,9,5,NOM
damasquins,damask5,damasquin,NOM,0,0,0,10,0,7,3,"ADJ,NOM"
damasquinure,damaskinyR,damasquinure,NOM,0,0,1,12,10,9,4,NOM
dame,dam,dame,NOM,111.2,86.5,1,4,4,3,1,"NOM,ONO,VER"
dame-jeanne,damZan,dame-jeanne,NOM,0.01,0.01,1,11,5,4,2,NOM
dameret,dam°RE,dameret,NOM,0,0,1,7,6,4,3,NOM
dames,dam,dame,NOM,111.2,24.7,0,5,5,3,1,"NOM,VER"
dames,dam,dames,NOM,0,0,1,5,5,3,1,"NOM,VER"
dames-jeannes,damZan,dame-jeanne,NOM,0.01,0,0,13,0,4,2,NOM
damier,damje,damier,NOM,0.47,0.42,1,6,4,4,2,NOM
damiers,damje,damier,NOM,0.47,0.04,0,7,0,4,2,NOM
damnation,danasj§,damnation,NOM,1.7,1.7,1,9,6,5,3,NOM
damnations,danasj§,damnation,NOM,1.7,0,0,10,0,5,3,NOM
damné,dane,damné,NOM,2.57,1.2,1,5,5,4,2,"VER,ADJ,NOM"
damnée,dane,damné,NOM,2.57,0.04,0,6,0,4,2,"VER,ADJ,NOM"
damnés,dane,damné,NOM,2.57,1.33,0,6,0,4,2,"VER,ADJ,NOM"
damoiseau,damwazo,damoiseau,NOM,16.03,0.16,1,9,8,7,3,NOM
damoiselle,damwazEl,damoiselle,NOM,0.6,0.55,1,10,8,7,3,NOM
damoiselles,damwazEl,damoiselle,NOM,0.6,0.05,0,11,0,7,3,NOM
dams,d@,dam,NOM,0.81,0.11,0,4,0,2,1,NOM
dan,dan,dan,NOM,0.49,0.49,1,3,3,3,1,NOM
danaïde,danaid,danaïde,NOM,0,0,1,7,4,5,3,NOM
dancing,d@siG,dancing,NOM,1.15,0.94,1,7,4,5,2,NOM
dancings,d@siG,dancing,NOM,1.15,0.2,0,8,0,5,2,NOM
dandinement,d@din°m@,dandinement,NOM,0,0,1,11,8,6,4,NOM
dandinements,d@din°m@,dandinement,NOM,0,0,0,12,0,6,4,NOM
dandy,d@di,dandy,NOM,2.87,2.61,1,5,5,4,2,NOM
dandys,d@di,dandy,NOM,2.87,0.26,0,6,0,4,2,NOM
dandysme,d@dizm,dandysme,NOM,0,0,1,8,6,5,2,NOM
danger,d@Ze,danger,NOM,80.61,76.73,1,6,6,4,2,NOM
dangerosité,d@Z°Rozite,dangerosité,NOM,0.01,0.01,1,11,7,6,5,NOM
dangers,d@Ze,danger,NOM,80.61,3.87,0,7,0,4,2,NOM
dano,dano,dano,NOM,0.25,0.25,1,4,4,4,2,NOM
danois,danwa,danois,NOM,2.1,2.02,1,6,5,4,2,"ADJ,NOM"
danoise,danwaz,danois,NOM,2.1,0.08,0,7,0,0,2,"ADJ,NOM"
danse,d@s,danse,NOM,51.23,46.92,1,5,5,3,1,"NOM,VER"
danses,d@s,danse,NOM,51.23,4.31,0,6,0,3,1,"NOM,VER"
danseur,d@s9R,danseur,NOM,23.05,5.85,1,7,6,4,2,NOM
danseurs,d@s9R,danseur,NOM,23.05,3.64,0,8,0,4,2,NOM
danseuse,d@s2z,danseur,NOM,23.05,10.05,0,8,0,0,2,NOM
danseuses,d@s2z,danseur,NOM,23.05,3.51,0,9,0,0,2,NOM
dao,dao,dao,NOM,0.09,0.09,1,3,3,3,2,NOM
daphné,dafne,daphné,NOM,0.13,0.13,1,6,3,3,2,NOM
darce,daRs,darce,NOM,0.02,0.02,1,5,4,4,1,NOM
dard,daR,dard,NOM,1.61,1.3,1,4,4,3,1,NOM
dards,daR,dard,NOM,1.61,0.31,0,5,0,3,1,NOM
darioles,daRjOl,dariole,NOM,0.01,0.01,0,8,0,0,2,NOM
darne,daRn,darne,NOM,0,0,1,5,4,4,1,NOM
daron,daR§,daron,NOM,0.04,0.01,1,5,4,4,2,NOM
daronne,daROn,daron,NOM,0.04,0,0,7,0,0,2,NOM
daronnes,daROn,daron,NOM,0.04,0,0,8,0,0,2,NOM
darons,daR§,daron,NOM,0.04,0.02,0,6,0,4,2,NOM
darse,daRs,darse,NOM,0,0,1,5,4,4,1,NOM
darses,daRs,darse,NOM,0,0,0,6,0,4,1,NOM
dartres,daRtR,dartre,NOM,0,0,0,7,0,0,1,NOM
dasein,daz5,dasein,NOM,0,0,1,6,3,3,2,NOM
datage,dataZ,datage,NOM,0.01,0.01,1,6,5,5,2,NOM
datation,datasj§,datation,NOM,0.2,0.2,1,8,5,5,3,NOM
datcha,datSa,datcha,NOM,1.74,1.74,1,6,4,4,2,NOM
datchas,datSa,datcha,NOM,1.74,0,0,7,0,4,2,NOM
date,dat,date,NOM,31.41,26.88,1,4,4,3,1,"NOM,VER"
dates,dat,date,NOM,31.41,4.53,0,5,0,3,1,"NOM,VER"
dateur,dat9R,dateur,NOM,0.01,0.01,1,6,5,4,2,"ADJ,NOM"
datif,datif,datif,NOM,0.02,0.02,1,5,4,4,2,NOM
datte,dat,datte,NOM,0.95,0.24,1,5,5,3,1,NOM
dattes,dat,datte,NOM,0.95,0.71,0,6,0,3,1,NOM
dattier,datje,dattier,NOM,0.01,0,1,7,5,4,2,NOM
dattiers,datje,dattier,NOM,0.01,0.01,0,8,0,4,2,NOM
datura,datyRa,datura,NOM,0.02,0.02,1,6,4,4,3,NOM
daturas,datyRa,datura,NOM,0.02,0,0,7,0,4,3,NOM
daube,dob,daube,NOM,0.99,0.98,1,5,5,3,1,NOM
daubes,dob,daube,NOM,0.99,0.01,0,6,0,3,1,NOM
daubière,dobjER,daubière,NOM,0.01,0.01,1,8,5,4,2,NOM
dauphin,dof5,dauphin,NOM,4.71,1.76,1,7,7,4,2,NOM
dauphinat,dofina,dauphinat,NOM,0,0,1,9,8,6,3,NOM
dauphine,dofin,dauphin,NOM,4.71,0.32,0,8,0,0,2,NOM
dauphines,dofin,dauphin,NOM,4.71,0,0,9,0,0,2,NOM
dauphins,dof5,dauphin,NOM,4.71,2.63,0,8,0,4,2,NOM
daurade,doRad,daurade,NOM,0.3,0.29,1,7,4,5,2,NOM
daurades,doRad,daurade,NOM,0.3,0.01,0,8,0,5,2,NOM
davier,davje,davier,NOM,0.02,0.02,1,6,4,4,2,NOM
