Word,phon,lemme,cgram,freqlemfilms2,freqfilms2,islem,nblettres,puorth,puphon,nbsyll,cgramortho
insolant,5sol@,insoler,VER,0,0,0,8,0,0,3,VER
insolent,5sOl,insoler,VER,0,0,0,8,8,4,2,"NOM,VER,ADJ"
insolé,5sole,insoler,VER,0,0,0,6,0,0,3,VER
insonoriser,5sonoRize,insonoriser,VER,0.58,0.05,1,11,10,9,5,VER
insonorisé,5sonoRize,insonoriser,VER,0.58,0.32,0,10,0,9,5,VER
insonorisée,5sonoRize,insonoriser,VER,0.58,0.12,0,11,0,9,5,VER
insonorisées,5sonoRize,insonoriser,VER,0.58,0.03,0,12,0,9,5,VER
insonorisés,5sonoRize,insonoriser,VER,0.58,0.07,0,11,0,9,5,VER
inspecta,5spEkta,inspecter,VER,7.54,0.02,0,8,0,0,3,VER
inspectai,5spEktE,inspecter,VER,7.54,0.01,0,9,0,0,3,VER
inspectaient,5spEktE,inspecter,VER,7.54,0.01,0,12,0,0,3,VER
inspectais,5spEktE,inspecter,VER,7.54,0.04,0,10,0,0,3,VER
inspectait,5spEktE,inspecter,VER,7.54,0.04,0,10,0,0,3,VER
inspectant,5spEkt@,inspecter,VER,7.54,0.09,0,10,0,0,3,VER
inspecte,5spEkt,inspecter,VER,7.54,1.17,0,8,0,0,2,VER
inspectent,5spEkt,inspecter,VER,7.54,0.06,0,10,0,0,2,VER
inspecter,5spEkte,inspecter,VER,7.54,3.61,1,9,9,7,3,VER
inspectera,5spEkt°Ra,inspecter,VER,7.54,0.07,0,10,0,0,4,VER
inspecterais,5spEkt°RE,inspecter,VER,7.54,0.01,0,12,0,0,4,VER
inspecterez,5spEkt°Re,inspecter,VER,7.54,0.01,0,11,0,0,4,VER
inspecteront,5spEkt°R§,inspecter,VER,7.54,0.03,0,12,0,0,4,VER
inspectes,5spEkt,inspecter,VER,7.54,0.04,0,9,0,0,2,VER
inspectez,5spEkte,inspecter,VER,7.54,0.41,0,9,0,7,3,VER
inspectiez,5spEktje,inspecter,VER,7.54,0.02,0,10,0,0,3,VER
inspections,5spEktj§,inspecter,VER,7.54,0.14,0,11,0,0,3,"NOM,VER"
inspectons,5spEkt§,inspecter,VER,7.54,0.08,0,10,0,0,3,VER
inspectèrent,5spEktER,inspecter,VER,7.54,0,0,12,0,0,3,VER
inspecté,5spEkte,inspecter,VER,7.54,1.29,0,8,0,7,3,VER
inspectée,5spEkte,inspecter,VER,7.54,0.18,0,9,0,7,3,VER
inspectées,5spEkte,inspecter,VER,7.54,0.15,0,10,0,7,3,VER
inspectés,5spEkte,inspecter,VER,7.54,0.06,0,9,0,7,3,VER
inspira,5spiRa,inspirer,VER,26.56,0.11,0,7,0,0,3,VER
inspirai,5spiRE,inspirer,VER,26.56,0,0,8,0,0,3,VER
inspiraient,5spiRE,inspirer,VER,26.56,0.08,0,11,0,0,3,VER
inspirais,5spiRE,inspirer,VER,26.56,0.11,0,9,0,0,3,VER
inspirait,5spiRE,inspirer,VER,26.56,0.86,0,9,0,0,3,VER
inspirant,5spiR@,inspirer,VER,26.56,0.6,0,9,8,6,3,"ADJ,VER"
inspire,5spiR,inspirer,VER,26.56,9.34,0,7,0,0,2,VER
inspirent,5spiR,inspirer,VER,26.56,0.94,0,9,0,0,2,VER
inspirer,5spiRe,inspirer,VER,26.56,3.21,1,8,7,6,3,VER
inspirera,5spiR°Ra,inspirer,VER,26.56,0.2,0,9,0,0,4,VER
inspireraient,5spiR°RE,inspirer,VER,26.56,0,0,13,0,0,4,VER
inspirerait,5spiR°RE,inspirer,VER,26.56,0.1,0,11,0,0,4,VER
inspireras,5spiR°Ra,inspirer,VER,26.56,0,0,10,0,0,4,VER
inspireront,5spiR°R§,inspirer,VER,26.56,0.01,0,11,0,0,4,VER
inspires,5spiR,inspirer,VER,26.56,0.47,0,8,0,0,2,VER
inspirez,5spiRe,inspirer,VER,26.56,1.79,0,8,0,6,3,VER
inspiriez,5spiRje,inspirer,VER,26.56,0.01,0,9,0,0,3,VER
inspirions,5spiRj§,inspirer,VER,26.56,0,0,10,0,0,3,VER
inspirât,5spiRa,inspirer,VER,26.56,0,0,8,0,0,3,VER
inspirèrent,5spiRER,inspirer,VER,26.56,0.02,0,11,0,0,3,VER
inspiré,5spiRe,inspirer,VER,26.56,5.89,0,7,7,6,3,"VER,ADJ,NOM"
inspirée,5spiRe,inspirer,VER,26.56,1.55,0,8,0,6,3,"VER,ADJ,NOM"
inspirées,5spiRe,inspirer,VER,26.56,0.56,0,9,0,6,3,"VER,ADJ,NOM"
inspirés,5spiRe,inspirer,VER,26.56,0.71,0,8,0,6,3,"VER,ADJ,NOM"
installa,5stala,installer,VER,70.76,0.27,0,8,0,0,3,VER
installai,5stalE,installer,VER,70.76,0.02,0,9,0,0,3,VER
installaient,5stalE,installer,VER,70.76,0.12,0,12,0,0,3,VER
installais,5stalE,installer,VER,70.76,0.44,0,10,0,0,3,VER
installait,5stalE,installer,VER,70.76,0.69,0,10,0,0,3,VER
installant,5stal@,installer,VER,70.76,0.22,0,10,0,0,3,VER
installasse,5stalas,installer,VER,70.76,0,0,11,0,0,3,VER
installe,5stal,installer,VER,70.76,12.89,0,8,0,0,2,VER
installent,5stal,installer,VER,70.76,1.38,0,10,0,0,2,VER
installer,5stale,installer,VER,70.76,22.76,1,9,9,6,3,VER
installera,5stal°Ra,installer,VER,70.76,1.01,0,10,0,0,4,VER
installerai,5stal°RE,installer,VER,70.76,0.63,0,11,0,0,4,VER
installeraient,5stal°RE,installer,VER,70.76,0.1,0,14,0,0,4,VER
installerais,5stal°RE,installer,VER,70.76,0.23,0,12,0,0,4,VER
installerait,5stal°RE,installer,VER,70.76,0.29,0,12,0,0,4,VER
installeras,5stal°Ra,installer,VER,70.76,0.29,0,11,0,0,4,VER
installerez,5stal°Re,installer,VER,70.76,0.14,0,11,0,0,4,VER
installerions,5stal°Rj§,installer,VER,70.76,0.1,0,13,0,0,4,VER
installerons,5stal°R§,installer,VER,70.76,0.19,0,12,0,0,4,VER
installeront,5stal°R§,installer,VER,70.76,0.23,0,12,0,0,4,VER
installes,5stal,installer,VER,70.76,1.39,0,9,0,0,2,VER
installez,5stale,installer,VER,70.76,6.66,0,9,0,6,3,VER
installiez,5stalje,installer,VER,70.76,0.1,0,10,0,0,3,VER
installions,5stalj§,installer,VER,70.76,0.03,0,11,0,0,3,VER
installons,5stal§,installer,VER,70.76,0.6,0,10,0,0,3,VER
installâmes,5stalam,installer,VER,70.76,0,0,11,0,0,3,VER
installât,5stala,installer,VER,70.76,0,0,9,0,0,3,VER
installèrent,5stalER,installer,VER,70.76,0.09,0,12,0,0,3,VER
installé,5stale,installer,VER,70.76,11.02,0,8,0,6,3,VER
installée,5stale,installer,VER,70.76,4.78,0,9,0,6,3,VER
installées,5stale,installer,VER,70.76,0.74,0,10,0,6,3,VER
installés,5stale,installer,VER,70.76,3.34,0,9,0,6,3,VER
instaura,5stoRa,instaurer,VER,2.63,0.26,0,8,0,0,3,VER
instaurai,5stoRE,instaurer,VER,2.63,0,0,9,0,0,3,VER
instaurait,5stoRE,instaurer,VER,2.63,0,0,10,0,0,3,VER
instaurant,5stoR@,instaurer,VER,2.63,0,0,10,0,0,3,VER
instaure,5stoR,instaurer,VER,2.63,0.16,0,8,0,0,2,VER
instaurer,5stoRe,instaurer,VER,2.63,1.31,1,9,8,6,3,VER
instaurera,5stoR°Ra,instaurer,VER,2.63,0.02,0,10,0,0,4,VER
instaurerions,5stoR°Rj§,instaurer,VER,2.63,0,0,13,0,0,4,VER
instaurions,5stoRj§,instaurer,VER,2.63,0,0,11,0,0,3,VER
instaurèrent,5stoRER,instaurer,VER,2.63,0,0,12,0,0,3,VER
instauré,5stoRe,instaurer,VER,2.63,0.63,0,8,0,6,3,VER
instaurée,5stoRe,instaurer,VER,2.63,0.21,0,9,0,6,3,VER
instaurées,5stoRe,instaurer,VER,2.63,0.02,0,10,0,6,3,VER
instaurés,5stoRe,instaurer,VER,2.63,0.02,0,9,0,6,3,VER
instilla,5stila,instiller,VER,0.24,0,0,8,0,0,3,VER
instille,5stil,instiller,VER,0.24,0,0,8,0,0,2,VER
instiller,5stile,instiller,VER,0.24,0.2,1,9,6,5,3,VER
instillera,5stil°Ra,instiller,VER,0.24,0,0,10,0,0,4,VER
instillé,5stile,instiller,VER,0.24,0.04,0,8,0,5,3,VER
instillées,5stile,instiller,VER,0.24,0,0,10,0,5,3,VER
institua,5stit8a,instituer,VER,0.41,0,0,8,0,0,3,VER
instituai,5stit8E,instituer,VER,0.41,0,0,9,0,0,3,VER
instituaient,5stit8E,instituer,VER,0.41,0,0,12,0,0,3,VER
instituait,5stit8E,instituer,VER,0.41,0,0,10,0,0,3,VER
instituant,5stit8@,instituer,VER,0.41,0,0,10,0,0,3,VER
institue,5stity,instituer,VER,0.41,0.11,0,8,0,6,3,VER
instituent,5stity,instituer,VER,0.41,0,0,10,0,6,3,VER
instituer,5stit8e,instituer,VER,0.41,0.05,1,9,8,6,3,VER
instituons,5stity§,instituer,VER,0.41,0.01,0,10,0,0,4,VER
institutionnalisé,5stitysjonalize,institutionnaliser,VER,0.03,0.03,0,17,0,0,7,VER
instituèrent,5stit8ER,instituer,VER,0.41,0,0,12,0,0,3,VER
institué,5stit8e,instituer,VER,0.41,0.19,0,8,0,6,3,VER
instituée,5stit8e,instituer,VER,0.41,0.01,0,9,0,6,3,VER
instituées,5stit8e,instituer,VER,0.41,0.02,0,10,0,6,3,VER
institués,5stit8e,instituer,VER,0.41,0.01,0,9,0,6,3,VER
instruira,5stR8iRa,instruire,VER,5.85,0.16,0,9,0,0,3,VER
instruirai,5stR8iRE,instruire,VER,5.85,0.02,0,10,0,0,3,VER
instruiraient,5stR8iRE,instruire,VER,5.85,0,0,13,0,0,3,VER
instruirait,5stR8iRE,instruire,VER,5.85,0.02,0,11,0,0,3,VER
instruire,5stR8iR,instruire,VER,5.85,2.49,1,9,8,7,2,VER
instruis,5stR8i,instruire,VER,5.85,0.39,0,8,0,6,2,VER
instruisaient,5stR8izE,instruire,VER,5.85,0,0,13,0,0,3,VER
instruisais,5stR8izE,instruire,VER,5.85,0.01,0,11,0,0,3,VER
instruisait,5stR8izE,instruire,VER,5.85,0,0,11,0,0,3,VER
instruisant,5stR8iz@,instruire,VER,5.85,0.04,0,11,0,0,3,VER
instruise,5stR8iz,instruire,VER,5.85,0.04,0,9,0,0,2,VER
instruisent,5stR8iz,instruire,VER,5.85,0.12,0,11,0,0,2,VER
instruisez,5stR8ize,instruire,VER,5.85,0.08,0,10,0,0,3,VER
instruisirent,5stR8iziR,instruire,VER,5.85,0,0,13,0,0,3,VER
instruisis,5stR8izi,instruire,VER,5.85,0.01,0,10,0,0,3,VER
instruisit,5stR8izi,instruire,VER,5.85,0.1,0,10,0,0,3,VER
instruisîmes,5stR8izim,instruire,VER,5.85,0,0,12,0,0,3,VER
instruit,5stR8i,instruire,VER,5.85,1.96,0,8,8,6,2,"VER,ADJ"
instruite,5stR8it,instruire,VER,5.85,0.28,0,9,0,0,2,"VER,ADJ"
instruites,5stR8it,instruit,VER,0,0,0,10,0,0,2,"ADJ,VER"
instruits,5stR8i,instruire,VER,5.85,0.12,0,9,0,6,2,"VER,ADJ"
instrumentais,5stRym@tE,instrumenter,VER,0.01,0,0,13,0,0,4,VER
instrumenter,5stRym@te,instrumenter,VER,0.01,0.01,1,12,11,9,4,VER
insufflaient,5syflE,insuffler,VER,0.89,0,0,12,0,0,3,VER
insufflait,5syflE,insuffler,VER,0.89,0.03,0,10,0,0,3,VER
insufflant,5syfl@,insuffler,VER,0.89,0.03,0,10,0,0,3,VER
insuffle,5syfl,insuffler,VER,0.89,0.1,0,8,0,0,2,VER
insufflent,5syfl,insuffler,VER,0.89,0,0,10,0,0,2,VER
insuffler,5syfle,insuffler,VER,0.89,0.53,1,9,8,6,3,VER
insufflera,5syfl°Ra,insuffler,VER,0.89,0,0,10,0,0,4,VER
insufflé,5syfle,insuffler,VER,0.89,0.18,0,8,0,6,3,VER
insufflée,5syfle,insuffler,VER,0.89,0.01,0,9,0,6,3,VER
insufflées,5syfle,insuffler,VER,0.89,0.01,0,10,0,6,3,VER
insulta,5sylta,insulter,VER,26.93,0.01,0,7,0,0,3,VER
insultaient,5syltE,insulter,VER,26.93,0.28,0,11,0,0,3,VER
insultais,5syltE,insulter,VER,26.93,0.09,0,9,0,0,3,VER
insultait,5syltE,insulter,VER,26.93,0.2,0,9,0,0,3,VER
insultant,5sylt@,insulter,VER,26.93,0.24,0,9,7,6,3,"ADJ,VER"
insulte,5sylt,insulter,VER,26.93,6.13,0,7,7,5,2,"NOM,VER"
insultent,5sylt,insulter,VER,26.93,0.88,0,9,0,5,2,VER
insulter,5sylte,insulter,VER,26.93,6.76,1,8,8,6,3,VER
insulterai,5sylt°RE,insulter,VER,26.93,0.04,0,10,0,0,4,VER
insulterais,5sylt°RE,insulter,VER,26.93,0.06,0,11,0,0,4,VER
insulteras,5sylt°Ra,insulter,VER,26.93,0.01,0,10,0,0,4,VER
insultes,5sylt,insulter,VER,26.93,2.1,0,8,0,5,2,"NOM,VER"
insultez,5sylte,insulter,VER,26.93,2.52,0,8,0,6,3,VER
insultions,5syltj§,insulter,VER,26.93,0,0,10,0,0,3,VER
insultons,5sylt§,insulter,VER,26.93,0.03,0,9,0,0,3,VER
insulté,5sylte,insulter,VER,26.93,5.95,0,7,7,6,3,"VER,ADJ,NOM"
insultée,5sylte,insulter,VER,26.93,1.28,0,8,0,6,3,"VER,ADJ,NOM"
insultées,5sylte,insulter,VER,26.93,0,0,9,0,6,3,VER
insultés,5sylte,insulter,VER,26.93,0.37,0,8,0,6,3,"VER,NOM"
insupportaient,5sypORtE,insupporter,VER,0.43,0,0,14,0,0,4,VER
insupporte,5sypORt,insupporter,VER,0.43,0.29,0,10,0,0,3,VER
insupportent,5sypORt,insupporter,VER,0.43,0.14,0,12,0,0,3,VER
insurge,5syRZ,insurger,VER,0.57,0.1,0,7,0,0,2,VER
insurgea,5syRZa,insurger,VER,0.57,0,0,8,0,0,3,VER
insurgeai,5syRZE,insurger,VER,0.57,0,0,9,0,0,3,VER
insurgeaient,5syRZE,insurger,VER,0.57,0,0,12,0,0,3,VER
insurgeais,5syRZE,insurger,VER,0.57,0,0,10,0,0,3,VER
insurgeait,5syRZE,insurger,VER,0.57,0.01,0,10,0,0,3,VER
insurgeant,5syRZ@,insurger,VER,0.57,0,0,10,0,0,3,VER
insurgent,5syRZ,insurger,VER,0.57,0.01,0,9,0,0,2,VER
insurgeons,5syRZ§,insurger,VER,0.57,0,0,10,0,0,3,VER
insurger,5syRZe,insurger,VER,0.57,0.42,1,8,7,5,3,VER
insurgera,5syRZ°Ra,insurger,VER,0.57,0,0,9,0,0,4,VER
insurgerai,5syRZ°RE,insurger,VER,0.57,0,0,10,0,0,4,VER
insurgerait,5syRZ°RE,insurger,VER,0.57,0.02,0,11,0,0,4,VER
insurgeât,5syRZa,insurger,VER,0.57,0,0,9,0,0,3,VER
insurgèrent,5syRZER,insurger,VER,0.57,0,0,11,0,0,3,VER
insurgé,5syRZe,insurger,VER,0.57,0.01,0,7,7,5,3,"VER,ADJ,NOM"
insurgée,5syRZe,insurger,VER,0.57,0,0,8,0,5,3,"VER,NOM"
insurgés,5syRZe,insurger,VER,0.57,0,0,8,0,5,3,"VER,ADJ,NOM"
insère,5sER,insérer,VER,2.92,0.57,0,6,0,4,2,VER
insèrent,5sER,insérer,VER,2.92,0.05,0,8,0,4,2,VER
inséminer,5semine,inséminer,VER,0.5,0.17,1,9,8,7,4,VER
inséminé,5semine,inséminer,VER,0.5,0.02,0,8,0,7,4,VER
inséminée,5semine,inséminer,VER,0.5,0.31,0,9,0,7,4,VER
inséminés,5semine,inséminer,VER,0.5,0,0,9,0,7,4,VER
inséra,5seRa,insérer,VER,2.92,0,0,6,0,0,3,VER
inséraient,5seRE,insérer,VER,2.92,0,0,10,0,0,3,VER
insérait,5seRE,insérer,VER,2.92,0.03,0,8,0,0,3,VER
insérant,5seR@,insérer,VER,2.92,0.06,0,8,0,0,3,VER
insérer,5seRe,insérer,VER,2.92,1.01,1,7,5,4,3,VER
insérera,5seR°Ra,insérer,VER,2.92,0.01,0,8,0,0,4,VER
insérerait,5seR°RE,insérer,VER,2.92,0,0,10,0,0,4,VER
insérerons,5seR°R§,insérer,VER,2.92,0.01,0,10,0,0,4,VER
insérez,5seRe,insérer,VER,2.92,0.39,0,7,0,4,3,VER
insérons,5seR§,insérer,VER,2.92,0.01,0,8,0,0,3,VER
insérèrent,5seRER,insérer,VER,2.92,0,0,10,0,0,3,VER
inséré,5seRe,insérer,VER,2.92,0.63,0,6,0,4,3,VER
insérée,5seRe,insérer,VER,2.92,0.09,0,7,0,4,3,VER
insérées,5seRe,insérer,VER,2.92,0.02,0,8,0,4,3,VER
insérés,5seRe,insérer,VER,2.92,0.02,0,7,0,4,3,VER
intellectualise,5tElEkt8aliz,intellectualiser,VER,0,0,0,15,0,0,5,VER
intellectualiser,5tElEkt8alize,intellectualiser,VER,0,0,1,16,15,13,6,VER
intellectualisées,5tElEkt8alize,intellectualiser,VER,0,0,0,17,0,13,6,VER
intellige,5tEliZ,intelliger,VER,0,0,0,9,0,0,3,VER
intensifia,5t@sifja,intensifier,VER,1.22,0,0,10,0,0,4,VER
intensifiaient,5t@sifjE,intensifier,VER,1.22,0.01,0,14,0,0,4,VER
intensifiait,5t@sifjE,intensifier,VER,1.22,0.03,0,12,0,0,4,VER
intensifiant,5t@sifj@,intensifier,VER,1.22,0.03,0,12,0,0,4,VER
intensifie,5t@sifi,intensifier,VER,1.22,0.18,0,10,0,0,4,VER
intensifient,5t@sifi,intensifier,VER,1.22,0.27,0,12,0,0,4,VER
intensifier,5t@sifje,intensifier,VER,1.22,0.31,1,11,10,7,4,VER
intensifiez,5t@sifje,intensifier,VER,1.22,0.04,0,11,0,7,4,VER
intensifié,5t@sifje,intensifier,VER,1.22,0.2,0,10,0,7,4,VER
intensifiée,5t@sifje,intensifier,VER,1.22,0.04,0,11,0,7,4,VER
intensifiées,5t@sifje,intensifier,VER,1.22,0.11,0,12,0,7,4,VER
intenta,5t@ta,intenter,VER,1.34,0.01,0,7,0,0,3,VER
intentait,5t@tE,intenter,VER,1.34,0,0,9,0,0,3,VER
intente,5t@t,intenter,VER,1.34,0.54,0,7,0,0,2,VER
intenter,5t@te,intenter,VER,1.34,0.42,1,8,7,4,3,VER
intentera,5t@t°Ra,intenter,VER,1.34,0.03,0,9,0,0,4,VER
intenterai,5t@t°RE,intenter,VER,1.34,0.04,0,10,0,0,4,VER
intentions,5t@tj§,intenter,VER,1.34,0.12,0,10,0,0,3,"NOM,VER"
intenté,5t@te,intenter,VER,1.34,0.12,0,7,0,4,3,VER
intentée,5t@te,intenter,VER,1.34,0.01,0,8,0,4,3,VER
intentées,5t@te,intenter,VER,1.34,0.01,0,9,0,4,3,VER
intentés,5t@te,intenter,VER,1.34,0.02,0,8,0,4,3,VER
interagir,5tERaZiR,interagir,VER,0.3,0.17,1,9,7,6,4,VER
interagis,5tERaZi,interagir,VER,0.3,0.04,0,9,0,0,4,VER
interagissais,5tERaZisE,interagir,VER,0.3,0.01,0,13,0,0,5,VER
interagissant,5tERaZis@,interagir,VER,0.3,0.03,0,13,0,0,5,VER
interagit,5tERaZi,interagir,VER,0.3,0.05,0,9,0,0,4,VER
intercalaient,5tERkalE,intercaler,VER,0.2,0,0,13,0,0,4,VER
intercalait,5tERkalE,intercaler,VER,0.2,0.01,0,11,0,0,4,VER
intercalant,5tERkal@,intercaler,VER,0.2,0,0,11,0,0,4,VER
intercale,5tERkal,intercaler,VER,0.2,0,0,9,0,0,3,VER
intercalent,5tERkal,intercaler,VER,0.2,0,0,11,0,0,3,VER
intercaler,5tERkale,intercaler,VER,0.2,0.05,1,10,9,8,4,VER
intercalera,5tERkal°Ra,intercaler,VER,0.2,0,0,11,0,0,5,VER
intercalerai,5tERkal°RE,intercaler,VER,0.2,0.01,0,12,0,0,5,VER
intercalerez,5tERkal°Re,intercaler,VER,0.2,0.1,0,12,0,0,5,VER
intercalé,5tERkale,intercaler,VER,0.2,0.03,0,9,9,8,4,VER
intercalées,5tERkale,intercaler,VER,0.2,0,0,11,0,8,4,"VER,ADJ"
intercalés,5tERkale,intercaler,VER,0.2,0,0,10,0,8,4,"VER,ADJ"
intercepta,5tERsEpta,intercepter,VER,6.64,0.01,0,10,0,0,4,VER
interceptai,5tERsEptE,intercepter,VER,6.64,0,0,11,0,0,4,VER
interceptais,5tERsEptE,intercepter,VER,6.64,0.01,0,12,0,0,4,VER
interceptait,5tERsEptE,intercepter,VER,6.64,0.15,0,12,0,0,4,VER
interceptant,5tERsEpt@,intercepter,VER,6.64,0.03,0,12,0,0,4,VER
intercepte,5tERsEpt,intercepter,VER,6.64,0.56,0,10,0,0,3,VER
interceptent,5tERsEpt,intercepter,VER,6.64,0.13,0,12,0,0,3,VER
intercepter,5tERsEpte,intercepter,VER,6.64,1.81,1,11,11,9,4,VER
interceptera,5tERsEpt°Ra,intercepter,VER,6.64,0.04,0,12,0,0,5,VER
intercepterait,5tERsEpt°RE,intercepter,VER,6.64,0.01,0,14,0,0,5,VER
intercepterez,5tERsEpt°Re,intercepter,VER,6.64,0.01,0,13,0,0,5,VER
intercepterons,5tERsEpt°R§,intercepter,VER,6.64,0.04,0,14,0,0,5,VER
interceptez,5tERsEpte,intercepter,VER,6.64,0.69,0,11,0,9,4,VER
interceptions,5tERsEptj§,intercepter,VER,6.64,0.01,0,13,0,0,4,"VER,NOM"
interceptèrent,5tERsEptER,intercepter,VER,6.64,0,0,14,0,0,4,VER
intercepté,5tERsEpte,intercepter,VER,6.64,2.5,0,10,0,9,4,VER
interceptée,5tERsEpte,intercepter,VER,6.64,0.15,0,11,0,9,4,VER
interceptées,5tERsEpte,intercepter,VER,6.64,0.08,0,12,0,9,4,VER
interceptés,5tERsEpte,intercepter,VER,6.64,0.41,0,11,0,9,4,VER
interchanger,5tERS@Ze,interchanger,VER,0.13,0,1,12,12,8,4,VER
interchangé,5tERS@Ze,interchanger,VER,0.13,0.13,0,11,0,8,4,VER
interconnecté,5tERkOnEkte,interconnecter,VER,0.06,0.05,0,13,0,0,5,VER
interconnectée,5tERkonEkte,interconnecter,VER,0.06,0.01,0,14,0,0,5,VER
intercède,5tERsEd,intercéder,VER,0.63,0.04,0,9,0,0,3,VER
intercéda,5tERseda,intercéder,VER,0.63,0,0,9,0,0,4,VER
intercédait,5tERsedE,intercéder,VER,0.63,0.14,0,11,0,0,4,VER
intercédant,5tERsed@,intercéder,VER,0.63,0,0,11,0,0,4,VER
intercéder,5tERsede,intercéder,VER,0.63,0.37,1,10,7,7,4,VER
intercédera,5tERsed°Ra,intercéder,VER,0.63,0.02,0,11,0,0,5,VER
intercéderai,5tERsed°RE,intercéder,VER,0.63,0.03,0,12,0,0,5,VER
intercédé,5tERsede,intercéder,VER,0.63,0.03,0,9,0,7,4,VER
interdira,5tERdiRa,interdire,VER,63.72,0.41,0,9,0,0,4,VER
interdirai,5tERdiRE,interdire,VER,63.72,0.15,0,10,0,0,4,VER
interdiraient,5tERdiRE,interdire,VER,63.72,0.02,0,13,0,0,4,VER
interdirais,5tERdiRE,interdire,VER,63.72,0.06,0,11,0,0,4,VER
interdirait,5tERdiRE,interdire,VER,63.72,0.21,0,11,0,0,4,VER
interdire,5tERdiR,interdire,VER,63.72,4.38,1,9,8,7,3,VER
interdirent,5tERdiR,interdire,VER,63.72,0,0,11,0,7,3,VER
interdis,5tERdi,interdire,VER,63.72,7.55,0,8,0,6,3,VER
interdisaient,5tERdizE,interdire,VER,63.72,0.18,0,13,0,0,4,VER
interdisais,5tERdizE,interdire,VER,63.72,0.1,0,11,0,0,4,VER
interdisait,5tERdizE,interdire,VER,63.72,0.51,0,11,0,0,4,VER
interdisant,5tERdiz@,interdire,VER,63.72,0.64,0,11,0,0,4,VER
interdise,5tERdiz,interdire,VER,63.72,0.34,0,9,0,0,3,VER
interdisent,5tERdiz,interdire,VER,63.72,0.77,0,11,0,0,3,VER
interdisez,5tERdize,interdire,VER,63.72,0.18,0,10,0,0,4,VER
interdisiez,5tERdizje,interdire,VER,63.72,0.13,0,11,0,0,4,VER
interdisons,5tERdiz§,interdire,VER,63.72,0.02,0,11,0,0,4,VER
interdissent,5tERdis,interdire,VER,63.72,0.01,0,12,0,0,3,VER
interdit,5tERdi,interdire,VER,63.72,42.13,0,8,8,6,3,"VER,ADJ,NOM"
interdite,5tERdit,interdire,VER,63.72,2.98,0,9,0,0,3,"VER,ADJ,NOM"
interdites,5tERdit,interdire,VER,63.72,0.67,0,10,0,0,3,"VER,ADJ,NOM"
interdits,5tERdi,interdire,VER,63.72,2.27,0,9,0,6,3,"VER,ADJ,NOM"
interdît,5tERdi,interdire,VER,63.72,0,0,8,0,6,3,VER
interfacer,5tERfase,interfacer,VER,0.07,0.07,1,10,10,8,4,VER
interfère,5tERfER,interférer,VER,2.75,0.8,0,9,0,0,3,VER
interfèrent,5tERfER,interférer,VER,2.75,0.14,0,11,0,0,3,VER
interféraient,5tERfeRE,interférer,VER,2.75,0.03,0,13,0,0,4,VER
interférait,5tERfeRE,interférer,VER,2.75,0.02,0,11,0,0,4,VER
interférant,5tERfeR@,interférer,VER,2.75,0.07,0,11,0,8,4,VER
interférer,5tERfeRe,interférer,VER,2.75,1.39,1,10,10,8,4,VER
interférez,5tERfeRe,interférer,VER,2.75,0.14,0,10,0,8,4,VER
interférons,5tERfeR§,interférer,VER,2.75,0.01,0,11,0,8,4,VER
interféré,5tERfeRe,interférer,VER,2.75,0.16,0,9,0,8,4,VER
interjecter,5tERZEkte,interjecter,VER,0,0,1,11,10,8,4,VER
interjeta,5tERZ°ta,interjeter,VER,0.01,0,0,9,0,0,4,VER
interjeter,5tERZ2te,interjeter,VER,0.01,0.01,1,10,8,6,4,VER
interlignés,5tERliNe,interligner,VER,0,0,0,11,0,0,4,VER
interloque,5tERlOk,interloquer,VER,0.04,0,0,10,0,0,3,VER
interloqué,5tERloke,interloquer,VER,0.04,0.02,0,10,10,8,4,"VER,ADJ"
interloquée,5tERloke,interloquer,VER,0.04,0.01,0,11,0,8,4,"VER,ADJ"
interloqués,5tERloke,interloquer,VER,0.04,0.01,0,11,0,8,4,"VER,ADJ"
internationalisée,5tERnasjonalize,internationaliser,VER,0,0,0,17,0,0,7,VER
internationalisés,5tERnasjonalize,internationaliser,VER,0,0,0,17,0,0,7,VER
interne,5tERn,interner,VER,4.21,0.38,0,7,7,5,2,"ADJ,NOM,VER"
interner,5tERne,interner,VER,4.21,1.71,1,8,8,6,3,VER
internez,5tERne,interner,VER,4.21,0.01,0,8,0,6,3,VER
interné,5tERne,interner,VER,4.21,1.25,0,7,7,6,3,"VER,ADJ,NOM"
internée,5tERne,interner,VER,4.21,0.76,0,8,0,6,3,"VER,ADJ"
internées,5tERne,interner,VER,4.21,0.03,0,9,0,6,3,"VER,ADJ"
internés,5tERne,interner,VER,4.21,0.07,0,8,0,6,3,"VER,ADJ,NOM"
interpella,5tERpEla,interpeller,VER,1.52,0,0,10,0,0,4,VER
interpellai,5tERpElE,interpeller,VER,1.52,0,0,11,0,0,4,VER
interpellaient,5tERpElE,interpeller,VER,1.52,0,0,14,0,0,4,VER
interpellais,5tERpElE,interpeller,VER,1.52,0,0,12,0,0,4,VER
interpellait,5tERpElE,interpeller,VER,1.52,0.01,0,12,0,0,4,VER
interpellant,5tERpEl@,interpeller,VER,1.52,0,0,12,0,0,4,VER
interpelle,5tERpEl,interpeller,VER,1.52,0.36,0,10,0,0,3,VER
interpellent,5tERpEl,interpeller,VER,1.52,0.46,0,12,0,0,3,VER
